,X,Y,name,com_insee,com_nom,Type,geometry,0
297,2.451890630942,48.7248464436733,Cimetière de Villeneuve-Saint-Georges,94078,Villeneuve-Saint-Georges,cemetery,POINT (2.451890630942 48.7248464436733),14547
298,2.52298884465591,48.3573003256791,Missing,77485,Le Vaudoué,cemetery,POINT (2.52298884465591 48.3573003256791),15343
298,2.52298884465591,48.3573003256791,Missing,77485,Le Vaudoué,cemetery,POINT (2.52298884465591 48.3573003256791),15344
298,2.52298884465591,48.3573003256791,Missing,77485,Le Vaudoué,cemetery,POINT (2.52298884465591 48.3573003256791),15469
298,2.52298884465591,48.3573003256791,Missing,77485,Le Vaudoué,cemetery,POINT (2.52298884465591 48.3573003256791),15470
298,2.52298884465591,48.3573003256791,Missing,77485,Le Vaudoué,cemetery,POINT (2.52298884465591 48.3573003256791),15595
298,2.52298884465591,48.3573003256791,Missing,77485,Le Vaudoué,cemetery,POINT (2.52298884465591 48.3573003256791),15596
299,2.64397877668971,48.3496161021988,Missing,77386,Recloses,cemetery,POINT (2.64397877668971 48.3496161021988),17108
299,2.64397877668971,48.3496161021988,Missing,77386,Recloses,cemetery,POINT (2.64397877668971 48.3496161021988),17109
299,2.64397877668971,48.3496161021988,Missing,77386,Recloses,cemetery,POINT (2.64397877668971 48.3496161021988),17234
299,2.64397877668971,48.3496161021988,Missing,77386,Recloses,cemetery,POINT (2.64397877668971 48.3496161021988),17235
300,3.20469493502301,48.797999159478,Cimetière Municipal,77436,Saint-Siméon,cemetery,POINT (3.20469493502301 48.797999159478),24870
300,3.20469493502301,48.797999159478,Cimetière Municipal,77436,Saint-Siméon,cemetery,POINT (3.20469493502301 48.797999159478),24871
300,3.20469493502301,48.797999159478,Cimetière Municipal,77436,Saint-Siméon,cemetery,POINT (3.20469493502301 48.797999159478),24996
300,3.20469493502301,48.797999159478,Cimetière Municipal,77436,Saint-Siméon,cemetery,POINT (3.20469493502301 48.797999159478),24997
300,3.20469493502301,48.797999159478,Cimetière Municipal,77436,Saint-Siméon,cemetery,POINT (3.20469493502301 48.797999159478),25122
300,3.20469493502301,48.797999159478,Cimetière Municipal,77436,Saint-Siméon,cemetery,POINT (3.20469493502301 48.797999159478),25123
301,2.75198982097815,48.5301457647701,Missing,77453,Sivry-Courtry,cemetery,POINT (2.75198982097815 48.5301457647701),18600
301,2.75198982097815,48.5301457647701,Missing,77453,Sivry-Courtry,cemetery,POINT (2.75198982097815 48.5301457647701),18601
301,2.75198982097815,48.5301457647701,Missing,77453,Sivry-Courtry,cemetery,POINT (2.75198982097815 48.5301457647701),18726
301,2.75198982097815,48.5301457647701,Missing,77453,Sivry-Courtry,cemetery,POINT (2.75198982097815 48.5301457647701),18727
301,2.75198982097815,48.5301457647701,Missing,77453,Sivry-Courtry,cemetery,POINT (2.75198982097815 48.5301457647701),18852
302,2.6738829525015,48.565767873492,Missing,77394,Rubelles,cemetery,POINT (2.6738829525015 48.565767873492),17462
302,2.6738829525015,48.565767873492,Missing,77394,Rubelles,cemetery,POINT (2.6738829525015 48.565767873492),17463
302,2.6738829525015,48.565767873492,Missing,77394,Rubelles,cemetery,POINT (2.6738829525015 48.565767873492),17588
302,2.6738829525015,48.565767873492,Missing,77394,Rubelles,cemetery,POINT (2.6738829525015 48.565767873492),17589
302,2.6738829525015,48.565767873492,Missing,77394,Rubelles,cemetery,POINT (2.6738829525015 48.565767873492),17714
303,2.68835889185891,48.4910760622338,Missing,77096,Chartrettes,cemetery,POINT (2.68835889185891 48.4910760622338),17722
303,2.68835889185891,48.4910760622338,Missing,77096,Chartrettes,cemetery,POINT (2.68835889185891 48.4910760622338),17723
303,2.68835889185891,48.4910760622338,Missing,77096,Chartrettes,cemetery,POINT (2.68835889185891 48.4910760622338),17848
303,2.68835889185891,48.4910760622338,Missing,77096,Chartrettes,cemetery,POINT (2.68835889185891 48.4910760622338),17849
304,2.58949927822455,48.8065481461567,Cimetière du Plessis-Trévise,94059,Le Plessis-Trévise,cemetery,POINT (2.58949927822455 48.8065481461567),16301
304,2.58949927822455,48.8065481461567,Cimetière du Plessis-Trévise,94059,Le Plessis-Trévise,cemetery,POINT (2.58949927822455 48.8065481461567),16302
304,2.58949927822455,48.8065481461567,Cimetière du Plessis-Trévise,94059,Le Plessis-Trévise,cemetery,POINT (2.58949927822455 48.8065481461567),16427
304,2.58949927822455,48.8065481461567,Cimetière du Plessis-Trévise,94059,Le Plessis-Trévise,cemetery,POINT (2.58949927822455 48.8065481461567),16428
305,2.65738767434851,48.7947872449861,Missing,77390,Roissy-en-Brie,cemetery,POINT (2.65738767434851 48.7947872449861),17184
305,2.65738767434851,48.7947872449861,Missing,77390,Roissy-en-Brie,cemetery,POINT (2.65738767434851 48.7947872449861),17185
305,2.65738767434851,48.7947872449861,Missing,77390,Roissy-en-Brie,cemetery,POINT (2.65738767434851 48.7947872449861),17310
305,2.65738767434851,48.7947872449861,Missing,77390,Roissy-en-Brie,cemetery,POINT (2.65738767434851 48.7947872449861),17311
305,2.65738767434851,48.7947872449861,Missing,77390,Roissy-en-Brie,cemetery,POINT (2.65738767434851 48.7947872449861),17436
305,2.65738767434851,48.7947872449861,Missing,77390,Roissy-en-Brie,cemetery,POINT (2.65738767434851 48.7947872449861),17437
306,2.50672902178333,48.8823263482546,Ancien cimetière de Villemomble,93077,Villemomble,cemetery,POINT (2.50672902178333 48.8823263482546),15033
306,2.50672902178333,48.8823263482546,Ancien cimetière de Villemomble,93077,Villemomble,cemetery,POINT (2.50672902178333 48.8823263482546),15158
306,2.50672902178333,48.8823263482546,Ancien cimetière de Villemomble,93077,Villemomble,cemetery,POINT (2.50672902178333 48.8823263482546),15159
306,2.50672902178333,48.8823263482546,Ancien cimetière de Villemomble,93077,Villemomble,cemetery,POINT (2.50672902178333 48.8823263482546),15285
307,2.48273907279793,48.8598868952254,Cimetière nouveau de Vincennes,94033,Fontenay-sous-Bois,cemetery,POINT (2.48273907279793 48.8598868952254),14783
307,2.48273907279793,48.8598868952254,Cimetière nouveau de Vincennes,94033,Fontenay-sous-Bois,cemetery,POINT (2.48273907279793 48.8598868952254),14784
307,2.48273907279793,48.8598868952254,Cimetière nouveau de Vincennes,94033,Fontenay-sous-Bois,cemetery,POINT (2.48273907279793 48.8598868952254),14909
307,2.48273907279793,48.8598868952254,Cimetière nouveau de Vincennes,94033,Fontenay-sous-Bois,cemetery,POINT (2.48273907279793 48.8598868952254),14910
308,2.48354976375087,48.8786823223978,Ancien cimetière de Rosny-sous-Bois,93064,Rosny-sous-Bois,cemetery,POINT (2.48354976375087 48.8786823223978),14781
308,2.48354976375087,48.8786823223978,Ancien cimetière de Rosny-sous-Bois,93064,Rosny-sous-Bois,cemetery,POINT (2.48354976375087 48.8786823223978),14782
308,2.48354976375087,48.8786823223978,Ancien cimetière de Rosny-sous-Bois,93064,Rosny-sous-Bois,cemetery,POINT (2.48354976375087 48.8786823223978),14907
308,2.48354976375087,48.8786823223978,Ancien cimetière de Rosny-sous-Bois,93064,Rosny-sous-Bois,cemetery,POINT (2.48354976375087 48.8786823223978),14908
308,2.48354976375087,48.8786823223978,Ancien cimetière de Rosny-sous-Bois,93064,Rosny-sous-Bois,cemetery,POINT (2.48354976375087 48.8786823223978),15033
309,3.07201936326033,48.6576279708794,Missing,77357,Pécy,cemetery,POINT (3.07201936326033 48.6576279708794),22996
309,3.07201936326033,48.6576279708794,Missing,77357,Pécy,cemetery,POINT (3.07201936326033 48.6576279708794),23121
309,3.07201936326033,48.6576279708794,Missing,77357,Pécy,cemetery,POINT (3.07201936326033 48.6576279708794),23122
309,3.07201936326033,48.6576279708794,Missing,77357,Pécy,cemetery,POINT (3.07201936326033 48.6576279708794),23248
310,2.54759039377495,48.6974622173863,Cimetière de Périgny,94056,Périgny,cemetery,POINT (2.54759039377495 48.6974622173863),15683
310,2.54759039377495,48.6974622173863,Cimetière de Périgny,94056,Périgny,cemetery,POINT (2.54759039377495 48.6974622173863),15684
310,2.54759039377495,48.6974622173863,Cimetière de Périgny,94056,Périgny,cemetery,POINT (2.54759039377495 48.6974622173863),15809
310,2.54759039377495,48.6974622173863,Cimetière de Périgny,94056,Périgny,cemetery,POINT (2.54759039377495 48.6974622173863),15810
310,2.54759039377495,48.6974622173863,Cimetière de Périgny,94056,Périgny,cemetery,POINT (2.54759039377495 48.6974622173863),15935
310,2.54759039377495,48.6974622173863,Cimetière de Périgny,94056,Périgny,cemetery,POINT (2.54759039377495 48.6974622173863),15936
311,2.53200180620417,48.6940383400879,Missing,91097,Boussy-Saint-Antoine,cemetery,POINT (2.53200180620417 48.6940383400879),15432
311,2.53200180620417,48.6940383400879,Missing,91097,Boussy-Saint-Antoine,cemetery,POINT (2.53200180620417 48.6940383400879),15557
311,2.53200180620417,48.6940383400879,Missing,91097,Boussy-Saint-Antoine,cemetery,POINT (2.53200180620417 48.6940383400879),15558
311,2.53200180620417,48.6940383400879,Missing,91097,Boussy-Saint-Antoine,cemetery,POINT (2.53200180620417 48.6940383400879),15684
312,2.4792181530347,48.8057454440037,Cimetière Rabelais 2,94068,Saint-Maur-des-Fossés,cemetery,POINT (2.4792181530347 48.8057454440037),14663
312,2.4792181530347,48.8057454440037,Cimetière Rabelais 2,94068,Saint-Maur-des-Fossés,cemetery,POINT (2.4792181530347 48.8057454440037),14664
312,2.4792181530347,48.8057454440037,Cimetière Rabelais 2,94068,Saint-Maur-des-Fossés,cemetery,POINT (2.4792181530347 48.8057454440037),14789
312,2.4792181530347,48.8057454440037,Cimetière Rabelais 2,94068,Saint-Maur-des-Fossés,cemetery,POINT (2.4792181530347 48.8057454440037),14790
312,2.4792181530347,48.8057454440037,Cimetière Rabelais 2,94068,Saint-Maur-des-Fossés,cemetery,POINT (2.4792181530347 48.8057454440037),14915
312,2.4792181530347,48.8057454440037,Cimetière Rabelais 2,94068,Saint-Maur-des-Fossés,cemetery,POINT (2.4792181530347 48.8057454440037),14916
313,3.22791304106148,48.4098313254191,Missing,77321,Mousseaux-lès-Bray,cemetery,POINT (3.22791304106148 48.4098313254191),25291
313,3.22791304106148,48.4098313254191,Missing,77321,Mousseaux-lès-Bray,cemetery,POINT (3.22791304106148 48.4098313254191),25292
313,3.22791304106148,48.4098313254191,Missing,77321,Mousseaux-lès-Bray,cemetery,POINT (3.22791304106148 48.4098313254191),25417
313,3.22791304106148,48.4098313254191,Missing,77321,Mousseaux-lès-Bray,cemetery,POINT (3.22791304106148 48.4098313254191),25418
314,3.11983700904908,48.3987060918912,Missing,77212,Gravon,cemetery,POINT (3.11983700904908 48.3987060918912),23655
314,3.11983700904908,48.3987060918912,Missing,77212,Gravon,cemetery,POINT (3.11983700904908 48.3987060918912),23780
314,3.11983700904908,48.3987060918912,Missing,77212,Gravon,cemetery,POINT (3.11983700904908 48.3987060918912),23781
314,3.11983700904908,48.3987060918912,Missing,77212,Gravon,cemetery,POINT (3.11983700904908 48.3987060918912),23906
314,3.11983700904908,48.3987060918912,Missing,77212,Gravon,cemetery,POINT (3.11983700904908 48.3987060918912),23907
315,3.16269466033469,48.4453632025614,Missing,77524,Vimpelles,cemetery,POINT (3.16269466033469 48.4453632025614),24279
315,3.16269466033469,48.4453632025614,Missing,77524,Vimpelles,cemetery,POINT (3.16269466033469 48.4453632025614),24280
315,3.16269466033469,48.4453632025614,Missing,77524,Vimpelles,cemetery,POINT (3.16269466033469 48.4453632025614),24405
315,3.16269466033469,48.4453632025614,Missing,77524,Vimpelles,cemetery,POINT (3.16269466033469 48.4453632025614),24406
315,3.16269466033469,48.4453632025614,Missing,77524,Vimpelles,cemetery,POINT (3.16269466033469 48.4453632025614),24531
315,3.16269466033469,48.4453632025614,Missing,77524,Vimpelles,cemetery,POINT (3.16269466033469 48.4453632025614),24532
316,2.47390072378314,48.4530610950174,Missing,91195,Dannemois,cemetery,POINT (2.47390072378314 48.4530610950174),14702
316,2.47390072378314,48.4530610950174,Missing,91195,Dannemois,cemetery,POINT (2.47390072378314 48.4530610950174),14703
316,2.47390072378314,48.4530610950174,Missing,91195,Dannemois,cemetery,POINT (2.47390072378314 48.4530610950174),14828
316,2.47390072378314,48.4530610950174,Missing,91195,Dannemois,cemetery,POINT (2.47390072378314 48.4530610950174),14829
316,2.47390072378314,48.4530610950174,Missing,91195,Dannemois,cemetery,POINT (2.47390072378314 48.4530610950174),14955
317,2.45383505830949,48.4328511532606,Missing,91408,Moigny-sur-École,cemetery,POINT (2.45383505830949 48.4328511532606),14327
317,2.45383505830949,48.4328511532606,Missing,91408,Moigny-sur-École,cemetery,POINT (2.45383505830949 48.4328511532606),14453
317,2.45383505830949,48.4328511532606,Missing,91408,Moigny-sur-École,cemetery,POINT (2.45383505830949 48.4328511532606),14579
318,3.39418976540469,48.7723937498946,Missing,77093,La Chapelle-Moutils,cemetery,POINT (3.39418976540469 48.7723937498946),27519
318,3.39418976540469,48.7723937498946,Missing,77093,La Chapelle-Moutils,cemetery,POINT (3.39418976540469 48.7723937498946),27645
318,3.39418976540469,48.7723937498946,Missing,77093,La Chapelle-Moutils,cemetery,POINT (3.39418976540469 48.7723937498946),27646
318,3.39418976540469,48.7723937498946,Missing,77093,La Chapelle-Moutils,cemetery,POINT (3.39418976540469 48.7723937498946),27771
319,3.38189438148055,48.5810856234105,Missing,77246,Léchelle,cemetery,POINT (3.38189438148055 48.5810856234105),27414
319,3.38189438148055,48.5810856234105,Missing,77246,Léchelle,cemetery,POINT (3.38189438148055 48.5810856234105),27415
319,3.38189438148055,48.5810856234105,Missing,77246,Léchelle,cemetery,POINT (3.38189438148055 48.5810856234105),27540
319,3.38189438148055,48.5810856234105,Missing,77246,Léchelle,cemetery,POINT (3.38189438148055 48.5810856234105),27541
320,3.40764310111456,48.6188347645002,Missing,77026,Beauchery-Saint-Martin,cemetery,POINT (3.40764310111456 48.6188347645002),27662
320,3.40764310111456,48.6188347645002,Missing,77026,Beauchery-Saint-Martin,cemetery,POINT (3.40764310111456 48.6188347645002),27788
320,3.40764310111456,48.6188347645002,Missing,77026,Beauchery-Saint-Martin,cemetery,POINT (3.40764310111456 48.6188347645002),27789
320,3.40764310111456,48.6188347645002,Missing,77026,Beauchery-Saint-Martin,cemetery,POINT (3.40764310111456 48.6188347645002),27914
320,3.40764310111456,48.6188347645002,Missing,77026,Beauchery-Saint-Martin,cemetery,POINT (3.40764310111456 48.6188347645002),27915
321,3.39420532591715,48.7011578191127,Missing,77444,Sancy-lès-Provins,cemetery,POINT (3.39420532591715 48.7011578191127),27527
321,3.39420532591715,48.7011578191127,Missing,77444,Sancy-lès-Provins,cemetery,POINT (3.39420532591715 48.7011578191127),27653
321,3.39420532591715,48.7011578191127,Missing,77444,Sancy-lès-Provins,cemetery,POINT (3.39420532591715 48.7011578191127),27654
321,3.39420532591715,48.7011578191127,Missing,77444,Sancy-lès-Provins,cemetery,POINT (3.39420532591715 48.7011578191127),27779
322,3.33871106635337,48.8635768866249,Missing,77512,Villeneuve-sur-Bellot,cemetery,POINT (3.33871106635337 48.8635768866249),26753
322,3.33871106635337,48.8635768866249,Missing,77512,Villeneuve-sur-Bellot,cemetery,POINT (3.33871106635337 48.8635768866249),26879
322,3.33871106635337,48.8635768866249,Missing,77512,Villeneuve-sur-Bellot,cemetery,POINT (3.33871106635337 48.8635768866249),26880
322,3.33871106635337,48.8635768866249,Missing,77512,Villeneuve-sur-Bellot,cemetery,POINT (3.33871106635337 48.8635768866249),27005
323,3.19363544295963,48.4833060165389,Missing,77355,Paroy,cemetery,POINT (3.19363544295963 48.4833060165389),24779
323,3.19363544295963,48.4833060165389,Missing,77355,Paroy,cemetery,POINT (3.19363544295963 48.4833060165389),24780
323,3.19363544295963,48.4833060165389,Missing,77355,Paroy,cemetery,POINT (3.19363544295963 48.4833060165389),24905
323,3.19363544295963,48.4833060165389,Missing,77355,Paroy,cemetery,POINT (3.19363544295963 48.4833060165389),24906
323,3.19363544295963,48.4833060165389,Missing,77355,Paroy,cemetery,POINT (3.19363544295963 48.4833060165389),25031
324,3.18287267683774,48.4685954451811,Missing,77263,Luisetaines,cemetery,POINT (3.18287267683774 48.4685954451811),24529
324,3.18287267683774,48.4685954451811,Missing,77263,Luisetaines,cemetery,POINT (3.18287267683774 48.4685954451811),24655
324,3.18287267683774,48.4685954451811,Missing,77263,Luisetaines,cemetery,POINT (3.18287267683774 48.4685954451811),24781
325,3.38139436490873,48.4002412466019,Missing,77187,Fontaine-Fourches,cemetery,POINT (3.38139436490873 48.4002412466019),27434
325,3.38139436490873,48.4002412466019,Missing,77187,Fontaine-Fourches,cemetery,POINT (3.38139436490873 48.4002412466019),27435
325,3.38139436490873,48.4002412466019,Missing,77187,Fontaine-Fourches,cemetery,POINT (3.38139436490873 48.4002412466019),27560
325,3.38139436490873,48.4002412466019,Missing,77187,Fontaine-Fourches,cemetery,POINT (3.38139436490873 48.4002412466019),27561
326,3.02748687378346,48.2573734081917,Missing,77035,Blennes,cemetery,POINT (3.02748687378346 48.2573734081917),22410
326,3.02748687378346,48.2573734081917,Missing,77035,Blennes,cemetery,POINT (3.02748687378346 48.2573734081917),22411
326,3.02748687378346,48.2573734081917,Missing,77035,Blennes,cemetery,POINT (3.02748687378346 48.2573734081917),22536
326,3.02748687378346,48.2573734081917,Missing,77035,Blennes,cemetery,POINT (3.02748687378346 48.2573734081917),22537
326,3.02748687378346,48.2573734081917,Missing,77035,Blennes,cemetery,POINT (3.02748687378346 48.2573734081917),22662
326,3.02748687378346,48.2573734081917,Missing,77035,Blennes,cemetery,POINT (3.02748687378346 48.2573734081917),22663
327,2.82762715085076,48.2100900248685,Missing,77387,Remauville,cemetery,POINT (2.82762715085076 48.2100900248685),19644
327,2.82762715085076,48.2100900248685,Missing,77387,Remauville,cemetery,POINT (2.82762715085076 48.2100900248685),19769
327,2.82762715085076,48.2100900248685,Missing,77387,Remauville,cemetery,POINT (2.82762715085076 48.2100900248685),19770
327,2.82762715085076,48.2100900248685,Missing,77387,Remauville,cemetery,POINT (2.82762715085076 48.2100900248685),19896
328,2.75235568898261,48.416489268465,Cimetière de Samoreau,77442,Samoreau,cemetery,POINT (2.75235568898261 48.416489268465),18612
328,2.75235568898261,48.416489268465,Cimetière de Samoreau,77442,Samoreau,cemetery,POINT (2.75235568898261 48.416489268465),18613
328,2.75235568898261,48.416489268465,Cimetière de Samoreau,77442,Samoreau,cemetery,POINT (2.75235568898261 48.416489268465),18738
328,2.75235568898261,48.416489268465,Cimetière de Samoreau,77442,Samoreau,cemetery,POINT (2.75235568898261 48.416489268465),18739
328,2.75235568898261,48.416489268465,Cimetière de Samoreau,77442,Samoreau,cemetery,POINT (2.75235568898261 48.416489268465),18865
329,2.69713196607824,48.4170294460512,Cimetière Juif de la Vallée de la Chambre,77186,Fontainebleau,cemetery,POINT (2.69713196607824 48.4170294460512),17731
329,2.69713196607824,48.4170294460512,Cimetière Juif de la Vallée de la Chambre,77186,Fontainebleau,cemetery,POINT (2.69713196607824 48.4170294460512),17856
329,2.69713196607824,48.4170294460512,Cimetière Juif de la Vallée de la Chambre,77186,Fontainebleau,cemetery,POINT (2.69713196607824 48.4170294460512),17857
329,2.69713196607824,48.4170294460512,Cimetière Juif de la Vallée de la Chambre,77186,Fontainebleau,cemetery,POINT (2.69713196607824 48.4170294460512),17982
329,2.69713196607824,48.4170294460512,Cimetière Juif de la Vallée de la Chambre,77186,Fontainebleau,cemetery,POINT (2.69713196607824 48.4170294460512),17983
330,2.39753691309442,48.8327472319087,Cimetière de Bercy,75056,Paris,cemetery,POINT (2.39753691309442 48.8327472319087),13526
330,2.39753691309442,48.8327472319087,Cimetière de Bercy,75056,Paris,cemetery,POINT (2.39753691309442 48.8327472319087),13527
330,2.39753691309442,48.8327472319087,Cimetière de Bercy,75056,Paris,cemetery,POINT (2.39753691309442 48.8327472319087),13652
330,2.39753691309442,48.8327472319087,Cimetière de Bercy,75056,Paris,cemetery,POINT (2.39753691309442 48.8327472319087),13653
330,2.39753691309442,48.8327472319087,Cimetière de Bercy,75056,Paris,cemetery,POINT (2.39753691309442 48.8327472319087),13778
330,2.39753691309442,48.8327472319087,Cimetière de Bercy,75056,Paris,cemetery,POINT (2.39753691309442 48.8327472319087),13779
331,2.40034343830167,48.843998021573,Cimetière de Picpus,75056,Paris,cemetery,POINT (2.40034343830167 48.843998021573),13525
331,2.40034343830167,48.843998021573,Cimetière de Picpus,75056,Paris,cemetery,POINT (2.40034343830167 48.843998021573),13651
331,2.40034343830167,48.843998021573,Cimetière de Picpus,75056,Paris,cemetery,POINT (2.40034343830167 48.843998021573),13652
331,2.40034343830167,48.843998021573,Cimetière de Picpus,75056,Paris,cemetery,POINT (2.40034343830167 48.843998021573),13777
331,2.40034343830167,48.843998021573,Cimetière de Picpus,75056,Paris,cemetery,POINT (2.40034343830167 48.843998021573),13778
332,2.84247877326749,48.3354460112751,Missing,77501,Villecerf,cemetery,POINT (2.84247877326749 48.3354460112751),19881
332,2.84247877326749,48.3354460112751,Missing,77501,Villecerf,cemetery,POINT (2.84247877326749 48.3354460112751),19882
332,2.84247877326749,48.3354460112751,Missing,77501,Villecerf,cemetery,POINT (2.84247877326749 48.3354460112751),20007
332,2.84247877326749,48.3354460112751,Missing,77501,Villecerf,cemetery,POINT (2.84247877326749 48.3354460112751),20008
332,2.84247877326749,48.3354460112751,Missing,77501,Villecerf,cemetery,POINT (2.84247877326749 48.3354460112751),20134
333,2.47998741072769,48.818162943105,Cimetière de Joinville,94042,Joinville-le-Pont,cemetery,POINT (2.47998741072769 48.818162943105),14662
333,2.47998741072769,48.818162943105,Cimetière de Joinville,94042,Joinville-le-Pont,cemetery,POINT (2.47998741072769 48.818162943105),14788
333,2.47998741072769,48.818162943105,Cimetière de Joinville,94042,Joinville-le-Pont,cemetery,POINT (2.47998741072769 48.818162943105),14789
333,2.47998741072769,48.818162943105,Cimetière de Joinville,94042,Joinville-le-Pont,cemetery,POINT (2.47998741072769 48.818162943105),14914
334,2.50116791382213,48.8181278700943,Nouveau cimetière de Champigny-sur-Marne,94017,Champigny-sur-Marne,cemetery,POINT (2.50116791382213 48.8181278700943),15040
334,2.50116791382213,48.8181278700943,Nouveau cimetière de Champigny-sur-Marne,94017,Champigny-sur-Marne,cemetery,POINT (2.50116791382213 48.8181278700943),15166
334,2.50116791382213,48.8181278700943,Nouveau cimetière de Champigny-sur-Marne,94017,Champigny-sur-Marne,cemetery,POINT (2.50116791382213 48.8181278700943),15167
334,2.50116791382213,48.8181278700943,Nouveau cimetière de Champigny-sur-Marne,94017,Champigny-sur-Marne,cemetery,POINT (2.50116791382213 48.8181278700943),15292
335,2.70206173499366,48.1506746670121,Missing,77099,Château-Landon,cemetery,POINT (2.70206173499366 48.1506746670121),17886
335,2.70206173499366,48.1506746670121,Missing,77099,Château-Landon,cemetery,POINT (2.70206173499366 48.1506746670121),17887
335,2.70206173499366,48.1506746670121,Missing,77099,Château-Landon,cemetery,POINT (2.70206173499366 48.1506746670121),18012
335,2.70206173499366,48.1506746670121,Missing,77099,Château-Landon,cemetery,POINT (2.70206173499366 48.1506746670121),18013
335,2.70206173499366,48.1506746670121,Missing,77099,Château-Landon,cemetery,POINT (2.70206173499366 48.1506746670121),18138
335,2.70206173499366,48.1506746670121,Missing,77099,Château-Landon,cemetery,POINT (2.70206173499366 48.1506746670121),18139
336,3.25326393040038,48.38759710881,Missing,77310,Montigny-le-Guesdier,cemetery,POINT (3.25326393040038 48.38759710881),25546
336,3.25326393040038,48.38759710881,Missing,77310,Montigny-le-Guesdier,cemetery,POINT (3.25326393040038 48.38759710881),25672
336,3.25326393040038,48.38759710881,Missing,77310,Montigny-le-Guesdier,cemetery,POINT (3.25326393040038 48.38759710881),25798
337,2.85340329642286,48.3840253193952,Cimetière de Vernou,77494,Vernou-la-Celle-sur-Seine,cemetery,POINT (2.85340329642286 48.3840253193952),20002
337,2.85340329642286,48.3840253193952,Cimetière de Vernou,77494,Vernou-la-Celle-sur-Seine,cemetery,POINT (2.85340329642286 48.3840253193952),20003
337,2.85340329642286,48.3840253193952,Cimetière de Vernou,77494,Vernou-la-Celle-sur-Seine,cemetery,POINT (2.85340329642286 48.3840253193952),20128
337,2.85340329642286,48.3840253193952,Cimetière de Vernou,77494,Vernou-la-Celle-sur-Seine,cemetery,POINT (2.85340329642286 48.3840253193952),20129
337,2.85340329642286,48.3840253193952,Cimetière de Vernou,77494,Vernou-la-Celle-sur-Seine,cemetery,POINT (2.85340329642286 48.3840253193952),20254
337,2.85340329642286,48.3840253193952,Cimetière de Vernou,77494,Vernou-la-Celle-sur-Seine,cemetery,POINT (2.85340329642286 48.3840253193952),20255
338,3.30384325603572,48.5264099435684,Missing,77073,Chalautre-la-Petite,cemetery,POINT (3.30384325603572 48.5264099435684),26286
338,3.30384325603572,48.5264099435684,Missing,77073,Chalautre-la-Petite,cemetery,POINT (3.30384325603572 48.5264099435684),26287
338,3.30384325603572,48.5264099435684,Missing,77073,Chalautre-la-Petite,cemetery,POINT (3.30384325603572 48.5264099435684),26412
338,3.30384325603572,48.5264099435684,Missing,77073,Chalautre-la-Petite,cemetery,POINT (3.30384325603572 48.5264099435684),26413
338,3.30384325603572,48.5264099435684,Missing,77073,Chalautre-la-Petite,cemetery,POINT (3.30384325603572 48.5264099435684),26538
338,3.30384325603572,48.5264099435684,Missing,77073,Chalautre-la-Petite,cemetery,POINT (3.30384325603572 48.5264099435684),26539
339,3.17522281186615,48.5581691596892,Missing,77090,La Chapelle-Saint-Sulpice,cemetery,POINT (3.17522281186615 48.5581691596892),24519
339,3.17522281186615,48.5581691596892,Missing,77090,La Chapelle-Saint-Sulpice,cemetery,POINT (3.17522281186615 48.5581691596892),24645
339,3.17522281186615,48.5581691596892,Missing,77090,La Chapelle-Saint-Sulpice,cemetery,POINT (3.17522281186615 48.5581691596892),24771
340,3.22353216586553,48.5604606669689,Missing,77532,Vulaines-lès-Provins,cemetery,POINT (3.22353216586553 48.5604606669689),25149
340,3.22353216586553,48.5604606669689,Missing,77532,Vulaines-lès-Provins,cemetery,POINT (3.22353216586553 48.5604606669689),25274
340,3.22353216586553,48.5604606669689,Missing,77532,Vulaines-lès-Provins,cemetery,POINT (3.22353216586553 48.5604606669689),25275
340,3.22353216586553,48.5604606669689,Missing,77532,Vulaines-lès-Provins,cemetery,POINT (3.22353216586553 48.5604606669689),25401
341,2.83691187932491,48.7732829587119,Missing,77336,Neufmoutiers-en-Brie,cemetery,POINT (2.83691187932491 48.7732829587119),19707
341,2.83691187932491,48.7732829587119,Missing,77336,Neufmoutiers-en-Brie,cemetery,POINT (2.83691187932491 48.7732829587119),19833
341,2.83691187932491,48.7732829587119,Missing,77336,Neufmoutiers-en-Brie,cemetery,POINT (2.83691187932491 48.7732829587119),19834
341,2.83691187932491,48.7732829587119,Missing,77336,Neufmoutiers-en-Brie,cemetery,POINT (2.83691187932491 48.7732829587119),19959
342,2.87894735588828,48.7317700446485,Missing,77277,Marles-en-Brie,cemetery,POINT (2.87894735588828 48.7317700446485),20341
342,2.87894735588828,48.7317700446485,Missing,77277,Marles-en-Brie,cemetery,POINT (2.87894735588828 48.7317700446485),20342
342,2.87894735588828,48.7317700446485,Missing,77277,Marles-en-Brie,cemetery,POINT (2.87894735588828 48.7317700446485),20467
342,2.87894735588828,48.7317700446485,Missing,77277,Marles-en-Brie,cemetery,POINT (2.87894735588828 48.7317700446485),20468
342,2.87894735588828,48.7317700446485,Missing,77277,Marles-en-Brie,cemetery,POINT (2.87894735588828 48.7317700446485),20594
343,2.84191269331662,48.6448806227614,Missing,77493,Verneuil-l'Étang,cemetery,POINT (2.84191269331662 48.6448806227614),19847
343,2.84191269331662,48.6448806227614,Missing,77493,Verneuil-l'Étang,cemetery,POINT (2.84191269331662 48.6448806227614),19848
